date;num_poste;rr_antilope
2021-11-02 06:00:00;6120004.0;20.25
2021-11-02 06:00:00;74173001.0;22.0625
2021-11-02 06:00:00;6077006.0;29.9375
2021-11-02 06:00:00;73257400.0;20.84375
2021-11-02 06:00:00;5161401.0;12.90625
2021-11-02 06:00:00;83061001.0;19.0
2021-11-02 06:00:00;5026400.0;16.34375
2021-11-02 06:00:00;5026401.0;14.15625
2021-11-02 06:00:00;74001003.0;15.0
2021-11-02 06:00:00;73015401.0;17.3125
2021-11-02 06:00:00;25121400.0;8.90625
2021-11-02 06:00:00;4070009.0;22.5625
2021-11-02 06:00:00;73206400.0;14.40625
2021-11-02 06:00:00;5110401.0;21.5625
2021-11-02 06:00:00;38040001.0;18.0
2021-11-02 06:00:00;26059400.0;14.1875
2021-11-02 06:00:00;74085001.0;18.8125
2021-11-02 06:00:00;73157400.0;13.59375
2021-11-02 06:00:00;83002004.0;14.75
2021-11-02 06:00:00;73157401.0;13.59375
2021-11-02 06:00:00;38005402.0;16.84375
2021-11-02 06:00:00;73034400.0;18.65625
2021-11-02 06:00:00;73034401.0;14.84375
2021-11-02 06:00:00;6073005.0;23.5
2021-11-02 06:00:00;6125001.0;20.65625
2021-11-02 06:00:00;74083002.0;16.25
2021-11-02 06:00:00;26168001.0;12.25
2021-11-02 06:00:00;73055001.0;18.3125
2021-11-02 06:00:00;204010191.0;8.90625
2021-11-02 06:00:00;74056400.0;18.84375
2021-11-02 06:00:00;38472401.0;23.8125
2021-11-02 06:00:00;5090002.0;18.84375
2021-11-02 06:00:00;38472403.0;23.8125
2021-11-02 06:00:00;74056405.0;18.09375
2021-11-02 06:00:00;74056406.0;10.90625
2021-11-02 06:00:00;38139001.0;12.25
2021-11-02 06:00:00;74056408.0;17.40625
2021-11-02 06:00:00;74056409.0;16.8125
2021-11-02 06:00:00;74056415.0;17.4375
2021-11-02 06:00:00;74056416.0;13.15625
2021-11-02 06:00:00;5004001.0;23.4375
2021-11-02 06:00:00;74056418.0;17.1875
2021-11-02 06:00:00;5063402.0;17.34375
2021-11-02 06:00:00;5063404.0;18.90625
2021-11-02 06:00:00;204010221.0;11.34375
2021-11-02 06:00:00;204010222.0;11.6875
2021-11-02 06:00:00;5063407.0;16.84375
2021-11-02 06:00:00;4193008.0;17.5
2021-11-02 06:00:00;74238401.0;14.5625
2021-11-02 06:00:00;38538002.0;18.9375
2021-11-02 06:00:00;73098003.0;22.8125
2021-11-02 06:00:00;204010261.0;9.84375
2021-11-02 06:00:00;5061400.0;20.84375
2021-11-02 06:00:00;38239001.0;15.59375
2021-11-02 06:00:00;73296005.0;14.0625
2021-11-02 06:00:00;4062001.0;15.84375
2021-11-02 06:00:00;73071400.0;16.15625
2021-11-02 06:00:00;73071402.0;10.34375
2021-11-02 06:00:00;73071403.0;10.34375
2021-11-02 06:00:00;73071405.0;13.84375
2021-11-02 06:00:00;38366001.0;11.6875
2021-11-02 06:00:00;69029001.0;4.75
2021-11-02 06:00:00;69299001.0;4.75
2021-11-02 06:00:00;74136400.0;18.90625
2021-11-02 06:00:00;5170001.0;19.59375
2021-11-02 06:00:00;74290002.0;18.15625
2021-11-02 06:00:00;4019001.0;19.09375
2021-11-02 06:00:00;38253400.0;17.34375
2021-11-02 06:00:00;38253401.0;17.34375
2021-11-02 06:00:00;38253407.0;16.4375
2021-11-02 06:00:00;4126001.0;22.09375
2021-11-02 06:00:00;204040681.0;6.25
2021-11-02 06:00:00;73206401.0;13.6875
2021-11-02 06:00:00;73051001.0;17.5625
2021-11-02 06:00:00;74134400.0;15.6875
2021-11-02 06:00:00;74134401.0;15.8125
2021-11-02 06:00:00;204041101.0;10.15625
2021-11-02 06:00:00;73024400.0;16.40625
2021-11-02 06:00:00;73024401.0;14.84375
2021-11-02 06:00:00;73194400.0;11.4375
2021-11-02 06:00:00;5098401.0;11.1875
2021-11-02 06:00:00;5098402.0;10.9375
2021-11-02 06:00:00;38548400.0;9.4375
2021-11-02 06:00:00;38548401.0;9.4375
2021-11-02 06:00:00;73235400.0;15.4375
2021-11-02 06:00:00;73235401.0;13.90625
2021-11-02 06:00:00;5139405.0;14.8125
2021-11-02 06:00:00;6120400.0;16.15625
2021-11-02 06:00:00;4226001.0;18.0
2021-11-02 06:00:00;5096402.0;25.09375
2021-11-02 06:00:00;5096403.0;26.6875
2021-11-02 06:00:00;5096404.0;26.3125
2021-11-02 06:00:00;74173401.0;19.75
2021-11-02 06:00:00;73047004.0;10.65625
2021-11-02 06:00:00;6102001.0;27.34375
2021-11-02 06:00:00;6016001.0;24.09375
2021-11-02 06:00:00;73280001.0;18.8125
2021-11-02 06:00:00;38186001.0;10.84375
2021-11-02 06:00:00;83031001.0;19.34375
2021-11-02 06:00:00;38442008.0;22.9375
2021-11-02 06:00:00;74085404.0;19.6875
2021-11-02 06:00:00;74085406.0;18.90625
2021-11-02 06:00:00;26324001.0;5.25
2021-11-02 06:00:00;6073401.0;18.4375
2021-11-02 06:00:00;6073405.0;23.5
2021-11-02 06:00:00;4136001.0;13.75
2021-11-02 06:00:00;204070411.0;13.0625
2021-11-02 06:00:00;5133400.0;11.4375
2021-11-02 06:00:00;38567002.0;19.5
2021-11-02 06:00:00;73040400.0;9.3125
2021-11-02 06:00:00;73296401.0;14.15625
2021-11-02 06:00:00;4193400.0;16.5625
2021-11-02 06:00:00;4193401.0;16.5625
2021-11-02 06:00:00;73227400.0;17.1875
2021-11-02 06:00:00;73227401.0;18.3125
2021-11-02 06:00:00;38207001.0;18.09375
2021-11-02 06:00:00;74063002.0;11.59375
2021-11-02 06:00:00;204000422.0;8.65625
2021-11-02 06:00:00;204000423.0;2.8125
2021-11-02 06:00:00;204000424.0;18.15625
2021-11-02 06:00:00;204000425.0;15.75
2021-11-02 06:00:00;204000426.0;4.6875
2021-11-02 06:00:00;204000428.0;5.5
2021-11-02 06:00:00;6094002.0;19.65625
2021-11-02 06:00:00;73139401.0;24.4375
2021-11-02 06:00:00;6153400.0;27.0
2021-11-02 06:00:00;5027001.0;14.3125
2021-11-02 06:00:00;5027002.0;15.5625
2021-11-02 06:00:00;4062400.0;16.8125
2021-11-02 06:00:00;73197001.0;15.5625
2021-11-02 06:00:00;4019401.0;24.4375
2021-11-02 06:00:00;4019403.0;18.0625
2021-11-02 06:00:00;4019404.0;24.4375
2021-11-02 06:00:00;74056403.0;17.34375
2021-11-02 06:00:00;13047001.0;8.0
2021-11-02 06:00:00;6050001.0;30.90625
2021-11-02 06:00:00;204010731.0;9.0
2021-11-02 06:00:00;38006001.0;19.34375
2021-11-02 06:00:00;73307400.0;16.8125
2021-11-02 06:00:00;73307402.0;15.9375
2021-11-02 06:00:00;74032401.0;16.3125
2021-11-02 06:00:00;38559002.0;14.40625
2021-11-02 06:00:00;74143003.0;21.0625
2021-11-02 06:00:00;5085402.0;13.90625
2021-11-02 06:00:00;6004002.0;24.0
2021-11-02 06:00:00;38020400.0;16.3125
2021-11-02 06:00:00;38020401.0;15.75
2021-11-02 06:00:00;38021001.0;13.0625
2021-11-02 06:00:00;74286400.0;13.40625
2021-11-02 06:00:00;6088001.0;30.8125
2021-11-02 06:00:00;5064002.0;18.34375
2021-11-02 06:00:00;73176400.0;17.6875
2021-11-02 06:00:00;73176401.0;18.5625
2021-11-02 06:00:00;38163001.0;22.1875
2021-11-02 06:00:00;73244001.0;16.0
2021-11-02 06:00:00;26074001.0;13.3125
2021-11-02 06:00:00;73047401.0;9.9375
2021-11-02 06:00:00;73047402.0;10.15625
2021-11-02 06:00:00;204011751.0;12.0
2021-11-02 06:00:00;204012911.0;8.75
2021-11-02 06:00:00;73004400.0;22.5
2021-11-02 06:00:00;73004401.0;29.0625
2021-11-02 06:00:00;38163006.0;16.5625
2021-11-02 06:00:00;74190401.0;16.15625
2021-11-02 06:00:00;74266001.0;19.75
2021-11-02 06:00:00;6127001.0;27.9375
2021-11-02 06:00:00;38442400.0;18.4375
2021-11-02 06:00:00;38442401.0;18.4375
2021-11-02 06:00:00;73206001.0;14.40625
2021-11-02 06:00:00;5119402.0;12.65625
2021-11-02 06:00:00;5119403.0;12.65625
2021-11-02 06:00:00;1390001.0;6.0625
2021-11-02 06:00:00;73123401.0;17.65625
2021-11-02 06:00:00;73123402.0;18.15625
2021-11-02 06:00:00;73194401.0;11.4375
2021-11-02 06:00:00;5101001.0;17.5
2021-11-02 06:00:00;5101002.0;16.9375
2021-11-02 06:00:00;5101003.0;19.6875
2021-11-02 06:00:00;39362001.0;5.84375
2021-11-02 06:00:00;74033401.0;11.09375
2021-11-02 06:00:00;26059003.0;12.34375
2021-11-02 06:00:00;1089001.0;7.84375
2021-11-02 06:00:00;38567406.0;16.59375
2021-11-02 06:00:00;38567407.0;17.09375
2021-11-02 06:00:00;74262001.0;16.9375
2021-11-02 06:00:00;6037002.0;25.25
2021-11-02 06:00:00;38395403.0;24.5625
2021-11-02 06:00:00;5072400.0;18.6875
2021-11-02 06:00:00;5183001.0;14.6875
2021-11-02 06:00:00;74063405.0;14.15625
2021-11-02 06:00:00;74063406.0;14.1875
2021-11-02 06:00:00;25380400.0;4.4375
2021-11-02 06:00:00;25380401.0;4.34375
2021-11-02 06:00:00;6005001.0;14.59375
2021-11-02 06:00:00;6094400.0;19.8125
2021-11-02 06:00:00;6094401.0;21.65625
2021-11-02 06:00:00;5027401.0;15.3125
2021-11-02 06:00:00;5181002.0;18.59375
2021-11-02 06:00:00;38264400.0;17.84375
2021-11-02 06:00:00;38264401.0;16.9375
2021-11-02 06:00:00;74258002.0;16.34375
2021-11-02 06:00:00;73191004.0;15.5625
2021-11-02 06:00:00;73290002.0;11.75
2021-11-02 06:00:00;74056417.0;10.0625
2021-11-02 06:00:00;38006400.0;17.25
2021-11-02 06:00:00;73232001.0;17.4375
2021-11-02 06:00:00;5136002.0;15.0625
2021-11-02 06:00:00;73232003.0;17.4375
2021-11-02 06:00:00;73232004.0;12.15625
2021-11-02 06:00:00;204011141.0;7.75
2021-11-02 06:00:00;5093001.0;14.59375
2021-11-02 06:00:00;5093002.0;14.59375
2021-11-02 06:00:00;5093003.0;12.65625
2021-11-02 06:00:00;5007001.0;16.9375
2021-11-02 06:00:00;5007003.0;16.1875
2021-11-02 06:00:00;5023400.0;14.40625
2021-11-02 06:00:00;5023401.0;14.40625
2021-11-02 06:00:00;5023403.0;12.65625
2021-11-02 06:00:00;204011181.0;9.4375
2021-11-02 06:00:00;6163400.0;26.1875
2021-11-02 06:00:00;74014400.0;18.84375
2021-11-02 06:00:00;74014401.0;18.09375
2021-11-02 06:00:00;74014402.0;15.4375
2021-11-02 06:00:00;74014403.0;14.9375
2021-11-02 06:00:00;38285001.0;16.59375
2021-11-02 06:00:00;39368400.0;10.90625
2021-11-02 06:00:00;6088401.0;30.1875
2021-11-02 06:00:00;5064403.0;18.34375
2021-11-02 06:00:00;205000417.0;14.8125
2021-11-02 06:00:00;205000416.0;13.0
2021-11-02 06:00:00;5132001.0;28.5625
2021-11-02 06:00:00;205000418.0;9.0625
2021-11-02 06:00:00;5132003.0;28.5625
2021-11-02 06:00:00;205000420.0;7.15625
2021-11-02 06:00:00;205000421.0;0.84375
2021-11-02 06:00:00;38002406.0;28.84375
2021-11-02 06:00:00;6120401.0;23.25
2021-11-02 06:00:00;205000426.0;12.59375
2021-11-02 06:00:00;205000427.0;12.59375
2021-11-02 06:00:00;205000428.0;11.15625
2021-11-02 06:00:00;205000429.0;4.1875
2021-11-02 06:00:00;205000430.0;9.6875
2021-11-02 06:00:00;205000431.0;12.84375
2021-11-02 06:00:00;205000432.0;9.5
2021-11-02 06:00:00;13001000.0;17.3125
2021-11-02 06:00:00;84107002.0;21.6875
2021-11-02 06:00:00;5110400.0;21.34375
2021-11-02 06:00:00;73056002.0;7.84375
2021-11-02 06:00:00;38006401.0;10.8125
2021-11-02 06:00:00;73013001.0;20.34375
2021-11-02 06:00:00;74037002.0;12.59375
2021-11-02 06:00:00;5079001.0;13.15625
2021-11-02 06:00:00;26142001.0;10.65625
2021-11-02 06:00:00;5001001.0;13.65625
2021-11-02 06:00:00;5001003.0;13.65625
2021-11-02 06:00:00;73054001.0;16.25
2021-11-02 06:00:00;73054002.0;17.84375
2021-11-02 06:00:00;204040011.0;12.0625
2021-11-02 06:00:00;73138002.0;18.5625
2021-11-02 06:00:00;5101400.0;17.5
2021-11-02 06:00:00;74215400.0;18.15625
2021-11-02 06:00:00;73179003.0;13.9375
2021-11-02 06:00:00;5064001.0;18.34375
2021-11-02 06:00:00;73093001.0;15.0
2021-11-02 06:00:00;73306005.0;17.59375
2021-11-02 06:00:00;13103001.0;12.90625
2021-11-02 06:00:00;38191002.0;15.25
2021-11-02 06:00:00;204010223.0;7.4375
2021-11-02 06:00:00;73322400.0;12.15625
2021-11-02 06:00:00;73322401.0;13.09375
2021-11-02 06:00:00;83118002.0;15.0625
2021-11-02 06:00:00;4073400.0;18.3125
2021-11-02 06:00:00;73150400.0;13.5
2021-11-02 06:00:00;73150401.0;13.3125
2021-11-02 06:00:00;73304005.0;15.0
2021-11-02 06:00:00;73304008.0;12.25
2021-11-02 06:00:00;73261001.0;14.09375
2021-11-02 06:00:00;73261003.0;18.4375
2021-11-02 06:00:00;38205400.0;13.8125
2021-11-02 06:00:00;26327001.0;7.90625
2021-11-02 06:00:00;5079005.0;13.15625
2021-11-02 06:00:00;73132001.0;21.0
2021-11-02 06:00:00;73132003.0;16.90625
2021-11-02 06:00:00;38375400.0;17.5625
2021-11-02 06:00:00;38375402.0;21.3125
2021-11-02 06:00:00;38375403.0;20.25
2021-11-02 06:00:00;26198001.0;6.5
2021-11-02 06:00:00;38289401.0;19.0625
2021-11-03 06:00:00;73318400.0;0.625
2021-11-03 06:00:00;73318401.0;1.125
2021-11-03 06:00:00;5120002.0;0.0
2021-11-03 06:00:00;13056002.0;0.0
2021-11-03 06:00:00;73232400.0;0.25
2021-11-03 06:00:00;73232401.0;0.0
2021-11-03 06:00:00;38527001.0;4.0
2021-11-03 06:00:00;5007400.0;1.0
2021-11-03 06:00:00;73257001.0;2.25
2021-11-03 06:00:00;73257003.0;1.625
2021-11-03 06:00:00;13054001.0;0.25
2021-11-03 06:00:00;5177401.0;0.0
2021-11-03 06:00:00;6099004.0;0.125
2021-11-03 06:00:00;6056001.0;1.875
2021-11-03 06:00:00;6056005.0;1.25
2021-11-03 06:00:00;74268001.0;4.125
2021-11-03 06:00:00;38269004.0;2.5
2021-11-03 06:00:00;4100401.0;0.25
2021-11-03 06:00:00;73144404.0;0.375
2021-11-03 06:00:00;73144405.0;0.625
2021-11-03 06:00:00;73255001.0;0.75
2021-11-03 06:00:00;204042331.0;0.375
2021-11-03 06:00:00;74236002.0;1.25
2021-11-03 06:00:00;38442001.0;3.25
2021-11-03 06:00:00;73015400.0;1.5
2021-11-03 06:00:00;4049001.0;0.25
2021-11-03 06:00:00;4006001.0;2.875
2021-11-03 06:00:00;4006006.0;2.0
2021-11-03 06:00:00;4219001.0;2.875
2021-11-03 06:00:00;4219004.0;2.625
2021-11-03 06:00:00;74270400.0;2.5
2021-11-03 06:00:00;73040005.0;0.75
2021-11-03 06:00:00;73040006.0;0.75
2021-11-03 06:00:00;73144001.0;0.5
2021-11-03 06:00:00;5157001.0;0.0
2021-11-03 06:00:00;5157002.0;0.0
2021-11-03 06:00:00;5157003.0;0.0
2021-11-03 06:00:00;74080401.0;2.25
2021-11-03 06:00:00;73167001.0;0.75
2021-11-03 06:00:00;74191003.0;3.5
2021-11-03 06:00:00;7076001.0;11.875
2021-11-03 06:00:00;5096401.0;2.375
2021-11-03 06:00:00;84031001.0;1.5
2021-11-03 06:00:00;74182001.0;3.375
2021-11-03 06:00:00;5044400.0;0.0
2021-11-03 06:00:00;6029001.0;0.0
2021-11-03 06:00:00;5001400.0;0.0
2021-11-03 06:00:00;5001401.0;0.0
2021-11-03 06:00:00;73054401.0;0.125
2021-11-03 06:00:00;73054402.0;0.5
2021-11-03 06:00:00;73054403.0;0.625
2021-11-03 06:00:00;73054404.0;0.625
2021-11-03 06:00:00;73054407.0;0.375
2021-11-03 06:00:00;73054408.0;0.625
2021-11-03 06:00:00;5026001.0;0.0
2021-11-03 06:00:00;84087001.0;0.0
2021-11-03 06:00:00;73079002.0;2.75
2021-11-03 06:00:00;5085403.0;0.0
2021-11-03 06:00:00;6088400.0;0.875
2021-11-03 06:00:00;73023001.0;0.75
2021-11-03 06:00:00;74056401.0;0.25
2021-11-03 06:00:00;74056402.0;1.0
2021-11-03 06:00:00;5110001.0;0.875
2021-11-03 06:00:00;73206003.0;0.875
2021-11-03 06:00:00;74033400.0;1.25
2021-11-03 06:00:00;26059001.0;3.375
2021-11-03 06:00:00;6091003.0;1.0
2021-11-03 06:00:00;38185401.0;1.25
2021-11-03 06:00:00;38005001.0;2.25
2021-11-03 06:00:00;74056407.0;0.125
2021-11-03 06:00:00;73034002.0;5.0
2021-11-03 06:00:00;73034007.0;5.625
2021-11-03 06:00:00;73034008.0;6.0
2021-11-03 06:00:00;73306401.0;1.125
2021-11-03 06:00:00;73306403.0;0.75
2021-11-03 06:00:00;73306404.0;0.75
2021-11-03 06:00:00;38191400.0;3.0
2021-11-03 06:00:00;38191401.0;4.375
2021-11-03 06:00:00;38191405.0;2.25
2021-11-03 06:00:00;38191408.0;3.0
2021-11-03 06:00:00;38191409.0;3.0
2021-11-03 06:00:00;38191410.0;2.5
2021-11-03 06:00:00;74056001.0;0.125
2021-11-03 06:00:00;38472002.0;3.75
2021-11-03 06:00:00;74056005.0;1.0
2021-11-03 06:00:00;74056006.0;0.0
2021-11-03 06:00:00;38002401.0;0.875
2021-11-03 06:00:00;205000419.0;0.0
2021-11-03 06:00:00;73304404.0;2.625
2021-11-03 06:00:00;73304405.0;2.375
2021-11-03 06:00:00;5063001.0;1.125
2021-11-03 06:00:00;5063003.0;0.625
2021-11-03 06:00:00;39367004.0;18.25
2021-11-03 06:00:00;205000422.0;0.0
2021-11-03 06:00:00;4096401.0;0.5
2021-11-03 06:00:00;5079400.0;1.25
2021-11-03 06:00:00;73329001.0;3.0
2021-11-03 06:00:00;5079402.0;1.875
2021-11-03 06:00:00;73132400.0;3.0
2021-11-03 06:00:00;73132402.0;2.625
2021-11-03 06:00:00;38384001.0;7.25
2021-11-03 06:00:00;74024001.0;3.25
2021-11-03 06:00:00;38187400.0;1.25
2021-11-03 06:00:00;5061009.0;2.75
2021-11-03 06:00:00;5077401.0;0.0
2021-11-03 06:00:00;73173400.0;0.375
2021-11-03 06:00:00;73173401.0;0.5
2021-11-03 06:00:00;5077402.0;0.0
2021-11-03 06:00:00;4193007.0;0.0
2021-11-03 06:00:00;5046001.0;0.125
2021-11-03 06:00:00;38527400.0;3.0
2021-11-03 06:00:00;38425001.0;15.5
2021-11-03 06:00:00;5145002.0;1.625
2021-11-03 06:00:00;38185400.0;1.25
2021-11-03 06:00:00;73257401.0;1.5
2021-11-03 06:00:00;38186400.0;1.375
2021-11-03 06:00:00;74136003.0;4.875
2021-11-03 06:00:00;74136005.0;5.25
2021-11-03 06:00:00;74136006.0;4.875
2021-11-03 06:00:00;38186401.0;1.25
2021-11-03 06:00:00;4205001.0;0.75
2021-11-03 06:00:00;6056400.0;1.375
2021-11-03 06:00:00;73026001.0;0.75
2021-11-03 06:00:00;71105001.0;5.375
2021-11-03 06:00:00;74236401.0;0.75
2021-11-03 06:00:00;74134002.0;3.5
2021-11-03 06:00:00;74236404.0;1.125
2021-11-03 06:00:00;204012021.0;0.0
2021-11-03 06:00:00;38527401.0;3.0
2021-11-03 06:00:00;4006400.0;1.5
2021-11-03 06:00:00;4006401.0;1.5
2021-11-03 06:00:00;74080002.0;2.375
2021-11-03 06:00:00;73296400.0;2.125
2021-11-03 06:00:00;5098001.0;0.0
2021-11-03 06:00:00;73040402.0;0.875
2021-11-03 06:00:00;73194005.0;0.875
2021-11-03 06:00:00;73296406.0;1.25
2021-11-03 06:00:00;5157400.0;0.0
2021-11-03 06:00:00;5055001.0;5.375
2021-11-03 06:00:00;5114400.0;0.5
2021-11-03 06:00:00;38548001.0;1.0
2021-11-03 06:00:00;5114402.0;0.625
2021-11-03 06:00:00;74191404.0;4.5
2021-11-03 06:00:00;74191406.0;3.5
2021-11-03 06:00:00;5182001.0;2.375
2021-11-03 06:00:00;4115001.0;3.125
2021-11-03 06:00:00;5139005.0;3.25
2021-11-03 06:00:00;5139006.0;2.875
2021-11-03 06:00:00;6163007.0;0.0
2021-11-03 06:00:00;73038400.0;0.75
2021-11-03 06:00:00;5096001.0;2.625
2021-11-03 06:00:00;6120002.0;2.0
2021-11-03 06:00:00;5096003.0;1.375
2021-11-03 06:00:00;6120004.0;1.75
2021-11-03 06:00:00;74173001.0;3.0
2021-11-03 06:00:00;6077006.0;0.375
2021-11-03 06:00:00;73257400.0;2.0
2021-11-03 06:00:00;5161401.0;0.875
2021-11-03 06:00:00;83061001.0;0.0
2021-11-03 06:00:00;5026400.0;0.0
2021-11-03 06:00:00;5026401.0;0.0
2021-11-03 06:00:00;74001003.0;2.5
2021-11-03 06:00:00;73015401.0;1.75
2021-11-03 06:00:00;25121400.0;16.375
2021-11-03 06:00:00;4070009.0;2.625
2021-11-03 06:00:00;73206400.0;0.625
2021-11-03 06:00:00;5110401.0;1.25
2021-11-03 06:00:00;38040001.0;1.375
2021-11-03 06:00:00;26059400.0;2.625
2021-11-03 06:00:00;74085001.0;1.0
2021-11-03 06:00:00;73157400.0;0.625
2021-11-03 06:00:00;83002004.0;0.375
2021-11-03 06:00:00;73157401.0;0.625
2021-11-03 06:00:00;38005402.0;1.0
2021-11-03 06:00:00;73034400.0;5.75
2021-11-03 06:00:00;73034401.0;3.625
2021-11-03 06:00:00;6073005.0;0.375
2021-11-03 06:00:00;6125001.0;2.5
2021-11-03 06:00:00;74083002.0;2.375
2021-11-03 06:00:00;26168001.0;5.375
2021-11-03 06:00:00;73055001.0;1.375
2021-11-03 06:00:00;204010191.0;0.0
2021-11-03 06:00:00;74056400.0;0.25
2021-11-03 06:00:00;38472401.0;3.75
2021-11-03 06:00:00;5090002.0;3.25
2021-11-03 06:00:00;38472403.0;3.75
2021-11-03 06:00:00;74056405.0;1.75
2021-11-03 06:00:00;74056406.0;0.0
2021-11-03 06:00:00;38139001.0;12.25
2021-11-03 06:00:00;74056408.0;0.125
2021-11-03 06:00:00;74056409.0;0.0
2021-11-03 06:00:00;74056415.0;0.0
2021-11-03 06:00:00;74056416.0;0.125
2021-11-03 06:00:00;5004001.0;1.25
2021-11-03 06:00:00;74056418.0;0.5
2021-11-03 06:00:00;5063402.0;1.25
2021-11-03 06:00:00;5063404.0;2.0
2021-11-03 06:00:00;204010221.0;0.5
2021-11-03 06:00:00;204010222.0;0.5
2021-11-03 06:00:00;5063407.0;2.125
2021-11-03 06:00:00;4193008.0;0.0
2021-11-03 06:00:00;74238401.0;2.5
2021-11-03 06:00:00;38538002.0;1.625
2021-11-03 06:00:00;73098003.0;6.125
2021-11-03 06:00:00;204010261.0;0.0
2021-11-03 06:00:00;5061400.0;3.25
2021-11-03 06:00:00;38239001.0;4.5
2021-11-03 06:00:00;73296005.0;2.125
2021-11-03 06:00:00;4062001.0;0.0
2021-11-03 06:00:00;73071400.0;1.375
2021-11-03 06:00:00;73071402.0;0.625
2021-11-03 06:00:00;73071403.0;0.625
2021-11-03 06:00:00;73071405.0;1.0
2021-11-03 06:00:00;38366001.0;2.75
2021-11-03 06:00:00;69029001.0;14.0
2021-11-03 06:00:00;69299001.0;12.375
2021-11-03 06:00:00;74136400.0;5.0
2021-11-03 06:00:00;5170001.0;2.0
2021-11-03 06:00:00;74290002.0;0.875
2021-11-03 06:00:00;4019001.0;0.0
2021-11-03 06:00:00;38253400.0;0.25
2021-11-03 06:00:00;38253401.0;0.25
2021-11-03 06:00:00;38253407.0;0.5
2021-11-03 06:00:00;4126001.0;1.375
2021-11-03 06:00:00;204040681.0;0.0
2021-11-03 06:00:00;73206401.0;0.5
2021-11-03 06:00:00;73051001.0;5.875
2021-11-03 06:00:00;74134400.0;3.0
2021-11-03 06:00:00;74134401.0;2.75
2021-11-03 06:00:00;204041101.0;0.25
2021-11-03 06:00:00;73024400.0;3.0
2021-11-03 06:00:00;73024401.0;2.875
2021-11-03 06:00:00;73194400.0;0.875
2021-11-03 06:00:00;5098401.0;0.0
2021-11-03 06:00:00;5098402.0;0.0
2021-11-03 06:00:00;38548400.0;0.875
2021-11-03 06:00:00;38548401.0;0.875
2021-11-03 06:00:00;73235400.0;1.5
2021-11-03 06:00:00;73235401.0;1.25
2021-11-03 06:00:00;5139405.0;3.375
2021-11-03 06:00:00;6120400.0;0.875
2021-11-03 06:00:00;4226001.0;1.125
2021-11-03 06:00:00;5096402.0;2.375
2021-11-03 06:00:00;5096403.0;2.625
2021-11-03 06:00:00;5096404.0;2.375
2021-11-03 06:00:00;74173401.0;2.125
2021-11-03 06:00:00;73047004.0;0.875
2021-11-03 06:00:00;6102001.0;0.625
2021-11-03 06:00:00;6016001.0;0.75
2021-11-03 06:00:00;73280001.0;1.5
2021-11-03 06:00:00;38186001.0;1.25
2021-11-03 06:00:00;83031001.0;0.0
2021-11-03 06:00:00;38442008.0;2.75
2021-11-03 06:00:00;74085404.0;2.125
2021-11-03 06:00:00;74085406.0;1.5
2021-11-03 06:00:00;26324001.0;6.75
2021-11-03 06:00:00;6073401.0;0.25
2021-11-03 06:00:00;6073405.0;0.375
2021-11-03 06:00:00;4136001.0;1.0
2021-11-03 06:00:00;204070411.0;1.0
2021-11-03 06:00:00;5133400.0;0.5
2021-11-03 06:00:00;38567002.0;3.0
2021-11-03 06:00:00;73040400.0;0.75
2021-11-03 06:00:00;73296401.0;2.25
2021-11-03 06:00:00;4193400.0;0.0
2021-11-03 06:00:00;4193401.0;0.0
2021-11-03 06:00:00;73227400.0;0.75
2021-11-03 06:00:00;73227401.0;1.125
2021-11-03 06:00:00;38207001.0;2.875
2021-11-03 06:00:00;74063002.0;1.875
2021-11-03 06:00:00;204000422.0;0.0
2021-11-03 06:00:00;204000423.0;0.0
2021-11-03 06:00:00;204000424.0;0.0
2021-11-03 06:00:00;204000425.0;0.0
2021-11-03 06:00:00;204000426.0;0.0
2021-11-03 06:00:00;204000428.0;17.5
2021-11-03 06:00:00;6094002.0;1.0
2021-11-03 06:00:00;73139401.0;5.75
2021-11-03 06:00:00;6153400.0;0.5
2021-11-03 06:00:00;5027001.0;0.25
2021-11-03 06:00:00;5027002.0;1.0
2021-11-03 06:00:00;4062400.0;0.0
2021-11-03 06:00:00;73197001.0;0.375
2021-11-03 06:00:00;4019401.0;0.25
2021-11-03 06:00:00;4019403.0;0.5
2021-11-03 06:00:00;4019404.0;0.25
2021-11-03 06:00:00;74056403.0;0.75
2021-11-03 06:00:00;13047001.0;0.125
2021-11-03 06:00:00;6050001.0;0.0
2021-11-03 06:00:00;204010731.0;0.25
2021-11-03 06:00:00;38006001.0;1.0
2021-11-03 06:00:00;73307400.0;0.875
2021-11-03 06:00:00;73307402.0;0.75
2021-11-03 06:00:00;74032401.0;2.375
2021-11-03 06:00:00;38559002.0;4.875
2021-11-03 06:00:00;74143003.0;0.375
2021-11-03 06:00:00;5085402.0;0.125
2021-11-03 06:00:00;6004002.0;0.875
2021-11-03 06:00:00;38020400.0;0.875
2021-11-03 06:00:00;38020401.0;1.5
2021-11-03 06:00:00;38021001.0;2.875
2021-11-03 06:00:00;74286400.0;1.75
2021-11-03 06:00:00;6088001.0;2.125
2021-11-03 06:00:00;5064002.0;2.0
2021-11-03 06:00:00;73176400.0;1.75
2021-11-03 06:00:00;73176401.0;2.625
2021-11-03 06:00:00;38163001.0;1.0
2021-11-03 06:00:00;73244001.0;1.625
2021-11-03 06:00:00;26074001.0;2.125
